id,kategori,ozellikler,instruction,input,expected_output,metindeki_etiketler,maskelenecek_etiketler,pred,dogru,schema_neutral,out_of_schema_tag
278,beyaz_liste,duz,Yalnız [KREDI_NOTU] gizlenecek; başka hiçbir şey değişmeyecek.,müşteri Ece Şener kredi notu 788 çıktı limit artışı uygun mu,müşteri Ece Şener kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu,[AD] [KREDI_NOTU],[KREDI_NOTU],müşteri Ece Şener kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu,True,True,False
279,beyaz_liste,olmayan_etiket_talebi,"maaş bilgisi ve plaka alanını etiketle, kalan her şeyi aynen bırak.",bordro itirazım var sicil SC6850 maaşım aylık 99.000 TL yatmış eksik,bordro itirazım var sicil SC6850 maaşım [MAAS] yatmış eksik,[MAAS] [SICIL_NO],[MAAS],bordro itirazım var sicil [SICIL_NO] maaşım aylık 99.000 TL yatmış eksik,False,True,False
280,beyaz_liste,kayit,Bu talepte tek hedef [DOGUM_YERI]; başka alan etiketlenmeyecek.,"yeni müşteri kaydı: engel durumu engel durumu yok, hesap no 100650757, adı Arda Karadeniz, plaka 75 NF 8435, mac 9F:17:3A:4F:6B:37, doğum yeri Denizli, doğum tarihi 1969-03-01, mail adresi ozpetekucar35@hotmail.com","yeni müşteri kaydı: engel durumu engel durumu yok, hesap no 100650757, adı Arda Karadeniz, plaka 75 NF 8435, mac 9F:17:3A:4F:6B:37, doğum yeri [DOGUM_YERI], doğum tarihi 1969-03-01, mail adresi ozpetekucar35@hotmail.com",[AD] [DOGUM_TARIHI] [DOGUM_YERI] [EMAIL] [ENGEL_DURUMU] [HESAP_NO] [MAC_ADRES] [PLAKA],[DOGUM_YERI],"yeni müşteri kaydı: engel durumu engel durumu yok, hesap no 100650757, adı Arda Karadeniz, plaka 75 NF 8435, mac 9F:17:3A:4F:6B:37, doğum yeri Denizli, doğum tarihi 1969-03-01, mail adresi ozpetekucar35@hotmail.com",False,True,False
281,beyaz_liste,duz,Yalnız poliçe numarası gizlenecek; başka hiçbir şey değişmeyecek.,poliçemi yenilemek istiyorum poliçe no P944338933 doğum tarihim 03.06.1989,poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 03.06.1989,[DOGUM_TARIHI] [POLICE_NO],[POLICE_NO],poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 03.06.1989,True,True,False
282,beyaz_liste,kayit,"Sadece [BIYOMETRIK] için maskeleme yap, gerisi olduğu gibi kalsın.","acil güncellenecek bilgiler: şasi no R3TF14663AB612C4C, pin iki bir yedi beş, pasaport no U87548407, biyometrik kaydı yüz tanıma verisi, sicil no SC6082, konum 41.2057, 31.194, cvv 754","acil güncellenecek bilgiler: şasi no R3TF14663AB612C4C, pin iki bir yedi beş, pasaport no U87548407, biyometrik kaydı [BIYOMETRIK], sicil no SC6082, konum 41.2057, 31.194, cvv 754",[BIYOMETRIK] [CVV] [KONUM] [PASAPORT_NO] [PIN] [SASI_NO] [SICIL_NO],[BIYOMETRIK],"acil güncellenecek bilgiler: şasi no R3TF14663AB612C4C, pin iki bir yedi beş, pasaport no U87548407, biyometrik kaydı [BIYOMETRIK], sicil no SC6082, konum 41.2057, 31.194, cvv 754",True,True,False
283,beyaz_liste,kayit,"uyruk alanını etiketle, kalan her şeyi aynen bırak.","sisteme girilecek kayıt: sicil no 57516, motor no N42B881385, müşteri no MU8068215, konum 38.5363, 44.2887, uyruğu Fransız, 63 yaşında, biyometrik kaydı parmak izi şablonu","sisteme girilecek kayıt: sicil no 57516, motor no N42B881385, müşteri no MU8068215, konum 38.5363, 44.2887, uyruğu [UYRUK], 63 yaşında, biyometrik kaydı parmak izi şablonu",[BIYOMETRIK] [KONUM] [MOTOR_NO] [MUSTERI_NO] [SICIL_NO] [UYRUK] [YAS],[UYRUK],"sisteme girilecek kayıt: sicil no [SICIL_NO], motor no [MOTOR_NO], müşteri no [MUSTERI_NO], konum [KONUM], uyruğu Fransız, [YAS] yaşında, [BIYOMETRIK] parmak izi şablonu",False,False,False
284,beyaz_liste,duz,Bu metinde [KULLANICI_ADI] dışında hiçbir şeyi maskeleme.,uygulamaya giremiyorum kullanıcı adım ececelik63 şifremi Kar.1730+ yapmıştım,uygulamaya giremiyorum kullanıcı adım [KULLANICI_ADI] şifremi Kar.1730+ yapmıştım,[KULLANICI_ADI] [SIFRE],[KULLANICI_ADI],uygulamaya giremiyorum kullanıcı adım [KULLANICI_ADI] şifremi Kar.1730+ yapmıştım,True,True,False
285,beyaz_liste,"uzun,caps","[KRIPTO_CUZDAN] alanını etiketle, kalan her şeyi aynen bırak.",İŞE GİRİŞ EVRAKLARI İÇİN SGK NO 1801780841947 GEREKİYORMUŞ. AİDAT İADESİ İÇİN IBAN PAYLAŞIYORUM TR SEKİZ DOKUZ YEDİ YEDİ ÜÇ ALTI ÜÇ BİR BİR SIFIR YEDİ YEDİ ... İSİM DİLEK ŞİMŞEK. KRİPTO ÇEKİM ADRESİM 0XA06ED23095495E504986E3D8500F7E910978E21B ONAY BEKLİYOR. YENİ TELEFON NUMARAM SIFIR BEŞ BEŞ İKİ ALTI BİR DÖRT SEKİZ ÜÇ DOKUZ İKİ SİSTEME İŞLENMEMİŞ HÂLÂ ESKİSİ GÖRÜNÜYOR,İŞE GİRİŞ EVRAKLARI İÇİN SGK NO 1801780841947 GEREKİYORMUŞ. AİDAT İADESİ İÇİN IBAN PAYLAŞIYORUM TR SEKİZ DOKUZ YEDİ YEDİ ÜÇ ALTI ÜÇ BİR BİR SIFIR YEDİ YEDİ ... İSİM DİLEK ŞİMŞEK. KRİPTO ÇEKİM ADRESİM [KRIPTO_CUZDAN] ONAY BEKLİYOR. YENİ TELEFON NUMARAM SIFIR BEŞ BEŞ İKİ ALTI BİR DÖRT SEKİZ ÜÇ DOKUZ İKİ SİSTEME İŞLENMEMİŞ HÂLÂ ESKİSİ GÖRÜNÜYOR,[AD] [IBAN] [KRIPTO_CUZDAN] [SGK_NO] [TEL],[KRIPTO_CUZDAN],İŞE GİRİŞ EVRAKLARI İÇİN SGK NO [SGK_NO] GEREKİYORMUŞ. AİDAT İADESİ İÇİN IBAN PAYLAŞIYORUM [IBAN] SIFIR YEDİ YEDİ ÜÇ ALTI ÜÇ BİR BİR SIFIR YEDİ YEDİ ... İSİM DİLEK ŞİMŞEK. KRİPTO ÇEKİM ADRESİM 0XA06ED23095495E504986E3D8500F7E910978E21B ONAY BEKLİYOR. YENİ TELEFON NUMARAM [TEL] BİSİSTEME İŞLENMEMİŞ HÂLÂ ESKİSİ GÖRÜNÜYOR,False,True,False
286,beyaz_liste,duz,Bu metinde [POLICE_NO] dışında hiçbir şeyi maskeleme.,poliçemi yenilemek istiyorum poliçe no 8596/419219 doğum tarihim 27 Eylül 1958,poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 27 Eylül 1958,[DOGUM_TARIHI] [POLICE_NO],[POLICE_NO],poliçemi yenilemek istiyorum poliçe no [POLICE_NO] doğum tarihim 27 Eylül 1958,True,True,False
287,beyaz_liste,duz,"Sadece [TCKN] için maskeleme yap, gerisi olduğu gibi kalsın.",sözleşme feshi talep ediyorum sözleşme no 2023/4576-A tc 414-693-257-78,sözleşme feshi talep ediyorum sözleşme no 2023/4576-A tc [TCKN],[SOZLESME_NO] [TCKN],[TCKN],sözleşme feshi talep ediyorum sözleşme no 2023/4576-A tc [TCKN],True,True,False
288,beyaz_liste,"kayit,olmayan_etiket_talebi",Kapsam yalnızca doğum yeri ve kart son kullanma tarihi; diğer kişisel veriler bu sefer açık kalacak.,"çağrı merkezi notu: kan grubu 0 Rh negatif, skt 03/2029, sözleşme no 8146-93096, sicil no 70012, kullanıcı adı sahmettinozkan22, tc kimlik no 48751876130, konum 41.2401, 44.7057, maaşı 178.500 TL maaş, pin 2340","çağrı merkezi notu: kan grubu 0 Rh negatif, skt [KART_SKT], sözleşme no 8146-93096, sicil no 70012, kullanıcı adı sahmettinozkan22, tc kimlik no 48751876130, konum 41.2401, 44.7057, maaşı 178.500 TL maaş, pin 2340",[KAN_GRUBU] [KART_SKT] [KONUM] [KULLANICI_ADI] [MAAS] [PIN] [SICIL_NO] [SOZLESME_NO] [TCKN],[KART_SKT],"çağrı merkezi notu: kan grubu 0 Rh negatif, skt 03/2029, sözleşme no 8146-93096, sicil no 70012, kullanıcı adı sahmettinozkan22, tc kimlik no 48751876130, konum 41.2401, 44.7057, maaşı 178.500 TL maaş, pin 2340",False,True,False
289,beyaz_liste,"uzun,olmayan_etiket_talebi",Maskeleme talimatı: sadece biyometrik veri ve e-posta adresi ve [IMZA].,müşteri İhsan Aslan kredi notu 777 çıktı limit artışı uygun mu. imza doğrulaması için dijital imza özeti 648EDB kayıtlarda mevcut. şoför belgem yenilendi ehliyet no K0054476. biyometrik girişte sorun var yüz tanıma verisi eşleşmiyor,müşteri İhsan Aslan kredi notu 777 çıktı limit artışı uygun mu. imza doğrulaması için [IMZA] kayıtlarda mevcut. şoför belgem yenilendi ehliyet no K0054476. biyometrik girişte sorun var [BIYOMETRIK] eşleşmiyor,[AD] [BIYOMETRIK] [EHLIYET_NO] [IMZA] [KREDI_NOTU],[BIYOMETRIK] [IMZA],müşteri İhsan Aslan kredi notu 777 çıktı limit artışı uygun mu. imza doğrulaması için [IMZA] kayıtlarda mevcut. şoför belgem yenilendi ehliyet no K0054476. biyometrik girişte sorun var [BIYOMETRIK] eşleşmiyor,True,True,False
290,beyaz_liste,"uzun,olmayan_etiket_talebi","ruhsat numarası ve anne kızlık soyadı ve araç plakası alanını etiketle, kalan her şeyi aynen bırak.",vpn erişimi açılsın ip 44.211.143.48 mac 65:7C:7A:B4:0D:FD. müşteri Yasemin Öztürk kredi notu 1420 çıktı limit artışı uygun mu. şirket aracının muayenesi yaklaştı plaka 29 T 7467 ruhsat no IT-914668. aile durumu babası emekli olarak güncellendi onaylıyor musunuz. sözleşme feshi talep ediyorum sözleşme no 4282-04399 tc on dört on altı sıfır bir seksen sekiz yirmi beş altı. çocuğumun okul servisi için adres Yeni Mah. Lale Bulv. No:200 D:28 Kat:3 Battalgazi/Sivas tel sıfır beş üç iki iki sıfır altı dokuz yedi üç altı,vpn erişimi açılsın ip 44.211.143.48 mac 65:7C:7A:B4:0D:FD. müşteri Yasemin Öztürk kredi notu 1420 çıktı limit artışı uygun mu. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no [RUHSAT_NO]. aile durumu babası emekli olarak güncellendi onaylıyor musunuz. sözleşme feshi talep ediyorum sözleşme no 4282-04399 tc on dört on altı sıfır bir seksen sekiz yirmi beş altı. çocuğumun okul servisi için adres Yeni Mah. Lale Bulv. No:200 D:28 Kat:3 Battalgazi/Sivas tel sıfır beş üç iki iki sıfır altı dokuz yedi üç altı,[ADRES] [AD] [AILE] [IP_ADRES] [KREDI_NOTU] [MAC_ADRES] [PLAKA] [RUHSAT_NO] [SOZLESME_NO] [TCKN] [TEL],[PLAKA] [RUHSAT_NO],vpn erişimi açılsın ip [IP_ADRES] mac [MAC_ADRES]. müşteri [AD] kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu. şirket aracının muayenesi yaklaştı plaka 29 T 7467 ruhsat no IT-914668. aile durumu [AILE] olarak güncellendi onaylıyor musunuz. sözleşme feshi talep ediyorum sözleşme no [SOZLESME_NO] tc [TCKN]. çocuğumun okul servisi için adres [ADRES] tel [TEL],False,True,False
291,beyaz_liste,kayit,"Sadece sigorta poliçe no için maskeleme yap, gerisi olduğu gibi kalsın.","acil güncellenecek bilgiler: sözleşme no 2027/0242-A, cüzdan adresi bc1qi1pxyaz9ylzqfq4cqqnitsmahg6i46, imza kaydı imza hash cd49a0ae, poliçe no 6566/096330, ip 167.5.32.188","acil güncellenecek bilgiler: sözleşme no 2027/0242-A, cüzdan adresi bc1qi1pxyaz9ylzqfq4cqqnitsmahg6i46, imza kaydı imza hash cd49a0ae, poliçe no [POLICE_NO], ip 167.5.32.188",[IMZA] [IP_ADRES] [KRIPTO_CUZDAN] [POLICE_NO] [SOZLESME_NO],[POLICE_NO],"acil güncellenecek bilgiler: sözleşme no 2027/0242-A, cüzdan adresi bc1qi1pxyaz9ylzqfq4cqqnitsmahg6i46, imza kaydı imza hash cd49a0ae, poliçe no [POLICE_NO], ip 167.5.32.188",True,True,False
292,beyaz_liste,"sozle,caps","Sadece [KART] için maskeleme yap, gerisi olduğu gibi kalsın.",İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO ÜÇ SEKİZ BİR DÖRT ALTI BİR ALTI SEKİZ ALTI DOKUZ DÖRT DOKUZ YEDİ BEŞ YEDİ DOKUZ SKT 07/2033,İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT 07/2033,[KART] [KART_SKT],[KART],İNTERNETTEN YAPTIĞIM ÖDEME GÖRÜNMÜYOR KART NO [KART] SKT 07/2033,True,True,False
293,beyaz_liste,"kayit,caps",Bu metinde müşteri numarası dışında hiçbir şeyi maskeleme.,"YENİ MÜŞTERİ KAYDI: ENGEL DURUMU %60 GÖRME ENGELLİ, RUHSAT NO TW-547354, CÜZDAN ADRESİ BC1QY9TL193BHFH08CSOV6B9BB1ROYXF1Q, UYRUĞU T.C., MÜŞTERİ NO 77703295, ŞASİ NO JF26FGG19XXCX0PR4, IBAN TR71 9128 3970 6914 8951 7979 76","YENİ MÜŞTERİ KAYDI: ENGEL DURUMU %60 GÖRME ENGELLİ, RUHSAT NO TW-547354, CÜZDAN ADRESİ BC1QY9TL193BHFH08CSOV6B9BB1ROYXF1Q, UYRUĞU T.C., MÜŞTERİ NO [MUSTERI_NO], ŞASİ NO JF26FGG19XXCX0PR4, IBAN TR71 9128 3970 6914 8951 7979 76",[ENGEL_DURUMU] [IBAN] [KRIPTO_CUZDAN] [MUSTERI_NO] [RUHSAT_NO] [SASI_NO] [UYRUK],[MUSTERI_NO],"YENİ MÜŞTERİ KAYDI: ENGEL DURUMU [ENGEL_DURUMU], RUHSAT NO TW-547354, CÜZDAN ADRESİ BC1QY9TL193BHFH08CSOV6B9BB1ROYXF1Q, UYRUĞU T.C., MÜŞTERİ NO [MUSTERI_NO], ŞASİ NO [SASI_NO], IBAN TR71 9128 3970 6914 8951 7979 76",False,True,False
294,beyaz_liste,duz,Bu metinde IMEI numarası dışında hiçbir şeyi maskeleme.,"kayıp cihaz bildirimi imei 441998116572232 son konum 41.2485, 41.7704","kayıp cihaz bildirimi imei [IMEI] son konum 41.2485, 41.7704",[IMEI] [KONUM],[IMEI],"kayıp cihaz bildirimi imei [IMEI] son konum 41.2485, 41.7704",True,True,False
295,beyaz_liste,duz,Bu metinde kart son kullanma tarihi dışında hiçbir şeyi maskeleme.,internetten yaptığım ödeme görünmüyor kart no kırk sıfır sıfır altmış kırk dört doksan sekiz kırk üç otuz dört elli skt 04/28,internetten yaptığım ödeme görünmüyor kart no kırk sıfır sıfır altmış kırk dört doksan sekiz kırk üç otuz dört elli skt [KART_SKT],[KART] [KART_SKT],[KART_SKT],internetten yaptığım ödeme görünmüyor kart no kırk sıfır sıfır altmış kırk dört doksan sekiz kırk üç otuz dört elli skt 04/28,False,True,False
296,beyaz_liste,ekli,"Sadece [AD] için maskeleme yap, gerisi olduğu gibi kalsın.",omer_eroglu@hotmail.com'dan gelen talebi Sağıt Şimşek'e yönlendirin,omer_eroglu@hotmail.com'dan gelen talebi [AD]'e yönlendirin,[AD] [EMAIL],[AD],omer_eroglu@hotmail.com'dan gelen talebi [AD]'e yönlendirin,True,True,False
297,beyaz_liste,sozle,Kapsam yalnızca [TCKN]; diğer kişisel veriler bu sefer açık kalacak.,sözleşme feshi talep ediyorum sözleşme no 2023/9058-C tc sekiz beş dört altı dokuz sıfır üç dokuz beş sıfır sekiz üç dört bir beş dokuz,sözleşme feshi talep ediyorum sözleşme no 2023/9058-C tc [TCKN],[SOZLESME_NO] [TCKN],[TCKN],sözleşme feshi talep ediyorum sözleşme no 2023/9058-C tc [TCKN],True,True,False
298,beyaz_liste,uzun,Kapsam yalnızca biyometrik veri ve [IMZA]; diğer kişisel veriler bu sefer açık kalacak.,biyometrik girişte sorun var iris taraması eşleşmiyor. kartımın cvv si 810 pin i 589134 kimseyle paylaşmadım ama şüpheli işlem var. imza doğrulaması için e-imza sertifika seri no 1657068697 kayıtlarda mevcut. aile durumu eşi vefat etmiş olarak güncellendi onaylıyor musunuz. bordro itirazım var sicil 6024 maaşım 123 bin TL yatmış eksik,biyometrik girişte sorun var [BIYOMETRIK] eşleşmiyor. kartımın cvv si 810 pin i 589134 kimseyle paylaşmadım ama şüpheli işlem var. imza doğrulaması için [IMZA] kayıtlarda mevcut. aile durumu eşi vefat etmiş olarak güncellendi onaylıyor musunuz. bordro itirazım var sicil 6024 maaşım 123 bin TL yatmış eksik,[AILE] [BIYOMETRIK] [CVV] [IMZA] [MAAS] [PIN] [SICIL_NO],[BIYOMETRIK] [IMZA],biyometrik girişte sorun var [BIYOMETRIK] eşleşmiyor. kartımın cvv si 810 pin i 589134 kimseyle paylaşmadım ama şüpheli işlem var. [IMZA] kayıtlarda mevcut. aile durumu eşi vefat etmiş olarak güncellendi onaylıyor musunuz. bordro itirazım var sicil 6024 maaşım 123 bin TL yatmış eksik,False,True,False
299,beyaz_liste,kayit,Kapsam yalnızca cep telefonu ve adli sicil bilgisi; diğer kişisel veriler bu sefer açık kalacak.,"kredi başvuru formu: adli kaydı adli sicil kaydı temiz, maaşı 31 bin TL, telefonu 0532 990 07 23, işyeri Tekirdağ Devlet Hastanesi, kullanıcı adı ekaradeniz89, engel durumu %40 engelli raporu, ehliyet no A0566746","kredi başvuru formu: adli kaydı [CEZA_KAYDI], maaşı 31 bin TL, telefonu [TEL], işyeri Tekirdağ Devlet Hastanesi, kullanıcı adı ekaradeniz89, engel durumu %40 engelli raporu, ehliyet no A0566746",[CEZA_KAYDI] [EHLIYET_NO] [ENGEL_DURUMU] [ISYERI] [KULLANICI_ADI] [MAAS] [TEL],[CEZA_KAYDI] [TEL],"kredi başvuru formu: [CEZA_KAYDI], maaşı 31 bin TL, telefonu [TEL], işyeri Tekirdağ Devlet Hastanesi, kullanıcı adı ekaradeniz89, engel durumu %40 engelli raporu, ehliyet no A0566746",False,True,False
300,beyaz_liste,uzun,Maskeleme talimatı: sadece [KREDI_NOTU].,müşteri Suat Koç kredi notu 1498 çıktı limit artışı uygun mu. kredi başvurumun durumunu öğrenmek istiyorum adım Balatekin Aksu tc 905-100-648-14. annemin kızlık soyadı Erdoğan güvenlik sorusunda kabul edilmiyor. vpn erişimi açılsın ip 5.126.10.164 mac 90:8B:DB:32:85:CE. uygulamaya giremiyorum kullanıcı adım mugber_erog17 şifremi Yıldız.3194+ yapmıştım,müşteri Suat Koç kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu. kredi başvurumun durumunu öğrenmek istiyorum adım Balatekin Aksu tc 905-100-648-14. annemin kızlık soyadı Erdoğan güvenlik sorusunda kabul edilmiyor. vpn erişimi açılsın ip 5.126.10.164 mac 90:8B:DB:32:85:CE. uygulamaya giremiyorum kullanıcı adım mugber_erog17 şifremi Yıldız.3194+ yapmıştım,[AD] [ANNE_KIZLIK] [IP_ADRES] [KREDI_NOTU] [KULLANICI_ADI] [MAC_ADRES] [SIFRE] [TCKN],[KREDI_NOTU],müşteri Suat Koç kredi notu [KREDI_NOTU] çıktı limit artışı uygun mu. kredi başvurumun durumunu öğrenmek istiyorum adım Balatekin Aksu tc 905-100-648-14. annemin kızlık soyadı Erdoğan güvenlik sorusunda kabul edilmiyor. vpn erişimi açılsın ip 5.126.10.164 mac 90:8B:DB:32:85:CE. uygulamaya giremiyorum kullanıcı adım mugber_erog17 şifremi Yıldız.3194+ yapmıştım,True,True,False
301,beyaz_liste,ekli,"Sadece [DOGUM_TARIHI] için maskeleme yap, gerisi olduğu gibi kalsın.",12.12.1966'da doğanlara özel kampanya Ahmet Zorlu'ya tanımlansın,[DOGUM_TARIHI]'da doğanlara özel kampanya Ahmet Zorlu'ya tanımlansın,[AD] [DOGUM_TARIHI],[DOGUM_TARIHI],[DOGUM_TARIHI]'da doğanlara özel kampanya Ahmet Zorlu'ya tanımlansın,True,True,False
302,beyaz_liste,duz,Yalnız motor numarası gizlenecek; başka hiçbir şey değişmeyecek.,araç satışı için şasi JFD6ZT247G8676JLZ motor O55N273294 sorgulanacak,araç satışı için şasi JFD6ZT247G8676JLZ motor [MOTOR_NO] sorgulanacak,[MOTOR_NO] [SASI_NO],[MOTOR_NO],araç satışı için şasi [SASI_NO] motor [MOTOR_NO] sorgulanacak,False,True,False
303,beyaz_liste,"kayit,caps,olmayan_etiket_talebi","[IBAN] ve biyometrik veri alanını etiketle, kalan her şeyi aynen bırak.","YENİ MÜŞTERİ KAYDI: BİYOMETRİK KAYDI SES İMZASI KAYDI, ADI MELİKE KARACA, TC Sİ 56463996008, PİN SIFIR DÖRT İKİ SIFIR, BABA ADI TÜMER","YENİ MÜŞTERİ KAYDI: BİYOMETRİK KAYDI [BIYOMETRIK], ADI MELİKE KARACA, TC Sİ 56463996008, PİN SIFIR DÖRT İKİ SIFIR, BABA ADI TÜMER",[AD] [BABA_ADI] [BIYOMETRIK] [PIN] [TCKN],[BIYOMETRIK],"YENİ MÜŞTERİ KAYDI: BİYOMETRİK KAYDI SES İMZASI KAYDI, ADI [AD], TC Sİ [TCKN], PİN SIFIR DÖRT İKİ SIFIR, BABA ADI [BABA_ADI]",False,True,False
304,beyaz_liste,kayit,Bu talepte tek hedef müşteri numarası ve maaş bilgisi; başka alan etiketlenmeyecek.,"yeni müşteri kaydı: maaşı aylık 55.000 TL, cvv 722, telefonu sıfır beş üç beş bir bir bir dört dört altı iki, imza kaydı imza hash 5f624dec, müşteri no MU8056762, sözleşme no 6328-64620, referansı REF-2025-2401, cihaz id 60TF-7SLC-F40O","yeni müşteri kaydı: maaşı [MAAS], cvv 722, telefonu sıfır beş üç beş bir bir bir dört dört altı iki, imza kaydı imza hash 5f624dec, müşteri no [MUSTERI_NO], sözleşme no 6328-64620, referansı REF-2025-2401, cihaz id 60TF-7SLC-F40O",[CIHAZ_ID] [CVV] [IMZA] [MAAS] [MUSTERI_NO] [REFERANS] [SOZLESME_NO] [TEL],[MAAS] [MUSTERI_NO],"yeni müşteri kaydı: maaşı aylık 55.000 TL, cvv [CVV], telefonu [TEL], imza kaydı imza hash 5f624dec, müşteri no [MUSTERI_NO], sözleşme no 6328-64620, referansı REF-2025-2401, cihaz id [CIHAZ_ID]",False,True,False
305,beyaz_liste,duz,"[ISYERI] alanını etiketle, kalan her şeyi aynen bırak.",çalışan Ebru Eroğlu Bereket Kimya AŞ bünyesinde 47 yaşında kadın,çalışan Ebru Eroğlu [ISYERI] bünyesinde 47 yaşında kadın,[AD] [CINSIYET] [ISYERI] [YAS],[ISYERI],çalışan [AD] Bereket Kimya AŞ bünyesinde [YAS] yaşında [CINSIYET],False,True,False
306,beyaz_liste,duz,Bu metinde kart numarası dışında hiçbir şeyi maskeleme.,yurtdışı harcama onayı pasaport U32792551 kart 4251 0570 4451 6538,yurtdışı harcama onayı pasaport U32792551 kart [KART],[KART] [PASAPORT_NO],[KART],yurtdışı harcama onayı pasaport U32792551 kart [KART],True,True,False
307,beyaz_liste,kayit,Yalnız yaş ve referans bilgisi gizlenecek; başka hiçbir şey değişmeyecek.,"çağrı merkezi notu: 87 yaşında, cvv 494, pasaport no U18468381, referansı REF-2026-0391, IBAN TR028489051290469377059966","çağrı merkezi notu: [YAS] yaşında, cvv 494, pasaport no U18468381, referansı [REFERANS], IBAN TR028489051290469377059966",[CVV] [IBAN] [PASAPORT_NO] [REFERANS] [YAS],[REFERANS] [YAS],"çağrı merkezi notu: 87 yaşında, cvv 494, pasaport no U18468381, referansı [REFERANS], IBAN TR028489051290469377059966",False,False,False
308,beyaz_liste,uzun,Yalnız [PLAKA] gizlenecek; başka hiçbir şey değişmeyecek.,kredi başvurumun durumunu öğrenmek istiyorum adım Rakide Zengin tc 236 999 682 60. şoför belgem yenilendi ehliyet no B3030582. cihaz eşleştirme kodu SOS3-MSCQ-7XSZ kabul edilmiyor. adli sicil belgemde kabahat kaydı mevcut ibaresi var işe engel mi. şirket aracının muayenesi yaklaştı plaka 79 DFD 2556 ruhsat no PV-367242. araç satışı için şasi 6EWHUVVM9VRNG1RD8 motor N77R847788 sorgulanacak,kredi başvurumun durumunu öğrenmek istiyorum adım Rakide Zengin tc 236 999 682 60. şoför belgem yenilendi ehliyet no B3030582. cihaz eşleştirme kodu SOS3-MSCQ-7XSZ kabul edilmiyor. adli sicil belgemde kabahat kaydı mevcut ibaresi var işe engel mi. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no PV-367242. araç satışı için şasi 6EWHUVVM9VRNG1RD8 motor N77R847788 sorgulanacak,[AD] [CEZA_KAYDI] [CIHAZ_ID] [EHLIYET_NO] [MOTOR_NO] [PLAKA] [RUHSAT_NO] [SASI_NO] [TCKN],[PLAKA],kredi başvurumun durumunu öğrenmek istiyorum adım Rakide Zengin tc 236 999 682 60. şoför belgem yenilendi ehliyet no B3030582. cihaz eşleştirme kodu SOS3-MSCQ-7XSZ kabul edilmiyor. adli sicil belgemde kabahat kaydı mevcut ibaresi var işe engel mi. şirket aracının muayenesi yaklaştı plaka [PLAKA] ruhsat no PV-367242. araç satışı için şasi 6EWHUVVM9VRNG1RD8 motor N77R847788 sorgulanacak,True,True,False
309,beyaz_liste,duz,Kapsam yalnızca motor numarası; diğer kişisel veriler bu sefer açık kalacak.,araç satışı için şasi EYMG3VP1Z2E2JCYT0 motor K20B655104 sorgulanacak,araç satışı için şasi EYMG3VP1Z2E2JCYT0 motor [MOTOR_NO] sorgulanacak,[MOTOR_NO] [SASI_NO],[MOTOR_NO],araç satışı için şasi EYMG3VP1Z2E2JCYT0 motor [MOTOR_NO] sorgulanacak,True,True,False
310,beyaz_liste,uzun,Bu metinde [KART] dışında hiçbir şeyi maskeleme.,referans olarak REF-2024-1409 yazdım aranacak mı. etnik köken alanı Rum yazılmış bu alan zorunlu mu. yurtdışı harcama onayı pasaport U94006775 kart 4932629702522490. cihaz eşleştirme kodu O38W-33Y6-GMFT kabul edilmiyor,referans olarak REF-2024-1409 yazdım aranacak mı. etnik köken alanı Rum yazılmış bu alan zorunlu mu. yurtdışı harcama onayı pasaport U94006775 kart [KART]. cihaz eşleştirme kodu O38W-33Y6-GMFT kabul edilmiyor,[CIHAZ_ID] [ETNIK_KOKEN] [KART] [PASAPORT_NO] [REFERANS],[KART],referans olarak REF-2024-1409 yazdım aranacak mı. etnik köken alanı Rum yazılmış bu alan zorunlu mu. yurtdışı harcama onayı pasaport U94006775 kart [KART]. cihaz eşleştirme kodu O38W-33Y6-GMFT kabul edilmiyor,True,True,False
311,beyaz_liste,caps,Yalnız [TCKN] gizlenecek; başka hiçbir şey değişmeyecek.,KREDİ BAŞVURUMUN DURUMUNU ÖĞRENMEK İSTİYORUM ADIM MUSTAFA EROĞLU TC DOKSAN BEŞ YİRMİ SEKİZ ON SEKİZ DOKSAN YEDİ ELLİ DÖRT SEKİZ,KREDİ BAŞVURUMUN DURUMUNU ÖĞRENMEK İSTİYORUM ADIM MUSTAFA EROĞLU TC [TCKN],[AD] [TCKN],[TCKN],KREDİ BAŞVURUMUN DURUMUNU ÖĞRENMEK İSTİYORUM ADIM MUSTAFA EROĞLU TC [TCKN],True,True,False
